global_step,episodic_return_mean,episodic_return_std
999,-340.7432037353516,104.17125457865276
1999,-295.6828125,66.03381888083962
2999,-290.6613830566406,111.24334200759284
3999,-274.98607177734374,55.59683165031813
4999,-268.46399841308596,60.27006680681706
5999,-208.97686920166015,62.140813708400316
6999,-190.50775451660155,55.84781393043396
7999,-211.10384826660157,48.45609945794718
8999,-224.1899871826172,19.427729344961765
9999,-154.2205596923828,29.17862343025051
10999,-71.34794263839721,48.233649425115196
11999,243.23463439941406,96.43289171969876
12999,411.18017578125,120.67953664442156
13999,1099.6159606933593,494.8505210539202
14999,1678.4196899414062,548.8363204829695
15999,2272.803271484375,361.05789223842766
16999,2660.76259765625,243.63164821797815
17999,3215.717138671875,208.43304069299114
18999,2989.6928955078124,681.6327673621049
19999,3542.588427734375,206.6598782043865
20999,3660.540380859375,180.01269681990112
21999,3935.9755859375,257.0730394800679
22999,4042.541455078125,247.42458181287105
23999,4105.33349609375,223.23326801103812
24999,4377.85458984375,138.03613480239403
25999,3939.3438720703125,996.7976928654065
26999,4552.4349609375,178.60233994416316
27999,4753.47822265625,149.61644731219894
28999,4393.83818359375,636.6760825026146
29999,4935.8720703125,195.58768809478875
30999,5060.24033203125,313.13230435901664
31999,5161.97265625,257.15154051511183
32999,5183.409375,299.9840739278784
33999,5296.79482421875,345.66733825219836
34999,5434.36171875,510.21053985827405
35999,5365.49150390625,356.60808218565165
36999,5414.2080078125,419.2178854254282
37999,5523.553515625,496.00350233643076
38999,5553.25595703125,495.5073317737309
39999,4618.5421142578125,1412.190638954028
40999,4982.024487304688,1852.1723064202206
41999,5904.7525390625,569.8345392704927
42999,5880.09501953125,628.6409246104863
43999,6001.7263671875,596.2775640896123
44999,6000.6212890625,694.7434431342894
45999,6098.07685546875,684.2414293108242
46999,6117.218115234375,687.75856680687
47999,6225.69482421875,646.4682294963623
48999,6184.62080078125,745.4210916784463
49999,6083.93544921875,726.0619284641052
50999,6224.59287109375,640.4036290286634
51999,6219.24765625,786.9810964930552
52999,6274.40078125,804.9620975020844
53999,6413.77587890625,830.4111696609402
54999,6478.511328125,842.4797931096035
55999,6459.958203125,734.8330553220216
56999,6486.95234375,817.3820191041059
57999,6637.0087890625,801.6372788292932
58999,6550.571484375,851.5141985072123
59999,6649.65966796875,852.1359784511802
60999,6721.76611328125,990.1980679308354
61999,6795.326171875,846.8120306801063
62999,6736.20732421875,857.0344526612022
63999,5752.663330078125,1852.4773003153844
64999,6799.3083984375,875.9252926898146
65999,7030.5974609375,934.7887082924248
66999,6929.5990234375,866.3413092679335
67999,6919.945703125,975.0654465919006
68999,7161.61162109375,902.4290017901787
69999,6391.7140625,2116.9147089885964
70999,7122.178125,945.6386173060715
71999,7161.7341796875,880.8839106641375
72999,7085.0404296875,949.8373782004592
73999,7184.1576171875,990.091708546521
74999,7234.75927734375,857.9716683918663
75999,7299.0013671875,979.042654172677
76999,7315.88681640625,997.3278866141445
77999,7182.22421875,1097.025858466279
78999,7347.22529296875,996.6248906783012
79999,7352.30546875,891.5573514171883
80999,7514.242578125,807.5349638564438
81999,7585.46240234375,920.737377872277
82999,7563.9828125,851.0660700155044
83999,7548.66845703125,992.1950838093877
84999,7508.30234375,868.4689739218304
85999,6820.73310546875,2042.2659597569568
86999,7540.829296875,861.0564108576632
87999,7752.68369140625,835.7349726885195
88999,7734.3388671875,769.203866954998
89999,7680.31162109375,813.6578629174207
90999,7742.14560546875,870.8750878750486
91999,7676.06494140625,816.1376594842326
92999,7816.74443359375,919.8465990745676
93999,7812.22431640625,839.5519957724018
94999,7786.95048828125,798.1640948053254
95999,7830.31044921875,859.3818751184507
96999,7837.114453125,902.3018659341228
97999,7957.15380859375,908.2916485513373
98999,8016.7552734375,842.1567367562723
99999,7965.035546875,782.9649817925897
100999,7997.132421875,945.1145884471974
101999,7395.3234375,1939.5905151963084
102999,8087.35810546875,881.1302743796689
103999,8147.374609375,743.6681906773972
104999,8190.8267578125,744.9422653451264
105999,7532.10673828125,1781.0973577105303
106999,8250.62578125,885.6778755465417
107999,8266.27998046875,707.6693606091811
108999,8221.17783203125,777.0031722297621
109999,7403.896337890625,2349.467690992124
110999,8361.20419921875,681.2094790714756
111999,8311.19443359375,749.1599200933097
112999,8430.50068359375,744.9968717328645
113999,8412.8384765625,809.7858400042393
114999,8480.53408203125,868.4063164395841
115999,7713.25517578125,2010.4381448197482
116999,7827.014453125,1672.6788920781821
117999,8639.52626953125,702.7843250064324
118999,8540.26103515625,752.6058949882357
119999,8486.87255859375,810.0630304648411
120999,7859.849560546875,2222.3266456238575
121999,8494.41416015625,592.8671929547271
122999,8652.7923828125,758.8204718599617
123999,8654.01103515625,829.0061448192523
124999,8708.35751953125,672.2913305195701
125999,7467.426708984375,2685.211388093181
126999,8606.19482421875,866.1781738721642
127999,8293.3896484375,679.8540750578078
128999,8732.1796875,601.7698086849568
129999,8726.6318359375,713.8733099884538
130999,8789.7751953125,645.7020847070676
131999,8721.06865234375,669.2185074335621
132999,8611.188671875,630.0419243924016
133999,8758.91962890625,680.430032740433
134999,8774.27626953125,747.6928463044796
135999,7621.8111328125,2866.9432069131803
136999,8925.7484375,688.2194724126504
137999,8949.1767578125,716.9113960023888
138999,8953.8833984375,652.8655855980436
139999,8931.6552734375,617.6656950488874
140999,8906.90322265625,716.2617617937525
141999,8920.382421875,705.19209806242
142999,8945.26328125,716.6993725381784
143999,8929.23212890625,643.469582026497
144999,9092.53759765625,729.2239894964957
145999,8954.2498046875,666.4479347238215
146999,9002.5357421875,651.9130569285056
147999,9059.0765625,700.4429864973292
148999,9124.0544921875,750.3940258484251
149999,9054.312109375,649.9009258911092
150999,9127.36787109375,665.3890521090215
151999,9088.748828125,769.9884900222166
152999,8421.54306640625,1321.4845578489892
153999,9197.23798828125,720.5108615858403
154999,8212.0244140625,1405.969052854999
155999,9146.7302734375,648.434109752762
156999,9324.55751953125,765.1972432306726
157999,9170.98388671875,612.5886405494723
158999,9202.2177734375,588.995288174278
159999,9247.1515625,728.178590587371
160999,9208.394140625,570.3041961418561
161999,9157.0853515625,658.8665330683612
162999,9090.92587890625,665.68228228716
163999,9205.4951171875,649.1401040241475
164999,9338.9763671875,537.9752900782307
165999,9388.8384765625,626.7043145772772
166999,9372.2953125,608.6155095849176
167999,9390.0392578125,610.8310685287823
168999,9403.1015625,497.43975813422975
169999,9393.791796875,710.2962206066367
170999,9432.112890625,684.8825691980404
171999,9373.93056640625,678.235638580836
172999,9347.01455078125,613.1418228602697
173999,9438.16533203125,666.2696401455701
174999,9464.4548828125,605.408260997594
175999,9382.108984375,571.4439460310218
