global_step,episodic_return_mean,episodic_return_std
10,11.65178108215332,2.735316921699452
12,11.960746669769287,2.462785200919946
13,12.704989051818847,2.1587797799797017
15,13.646042919158935,2.127132921589009
16,14.660905901590985,2.79227770630183
20,15.879743064244588,1.8905447236358994
21,17.527985439300537,1.406726152880959
24,18.77054151535034,1.7811411795732042
26,18.600664094289147,2.112828472458971
28,18.262506977717084,3.86557063593643
29,15.901453590393066,6.58025171717557
31,16.77326825141907,9.901886386355612
32,19.98686948776245,17.60728070792025
33,16.678793834050495,12.394838103399161
34,13.641128527323406,7.024714249495726
35,10.917177295684814,1.6056004707550873
37,10.583713544209797,1.191669114385461
39,10.148560797373454,1.1607909393209328
40,9.838568331400554,1.6149772263016753
41,10.157192214330037,3.271310853763262
42,12.113882548014322,2.7721683270879707
47,20.15189461708069,11.133769858857068
48,23.441506942113243,8.125637698813062
49,24.447538375854492,8.697124745155314
51,24.506493269313466,11.369180916771176
52,24.925272942827895,14.810636622022415
54,24.234978119119422,16.80954526612281
56,27.30587666623004,17.002462166629325
57,25.51835474596395,19.470644043147736
59,20.907805825270618,16.86913596337915
60,18.44914248082545,13.242461949165723
61,15.956220685978128,9.708600962873977
62,13.93826624822135,5.8752088013761705
63,14.847573844199573,5.868024259340326
64,17.43535425473773,12.503392426783028
65,25.221726320660302,19.386253590567748
67,27.521566366014024,24.9654388254838
69,32.95718903465877,31.253398813497604
71,34.12544341526335,38.118203437344306
74,35.286247501373296,45.43337639376438
75,23.94978519121806,22.91694941762006
77,12.82378218151274,3.3207064946119518
78,13.667874901635306,2.6936993699652008
82,14.586522179558164,4.477060989091506
83,17.649949235007877,5.610073975897775
85,19.21136661257063,6.387991078961217
88,20.12416588011242,7.665081171609533
90,20.95148940519853,9.513735321755943
91,21.837712550885747,11.53176476438605
92,23.09263772675485,13.312375517721096
93,22.757374272202,12.400240416555842
95,22.70932406685569,11.353621613123915
98,18.899054877541282,10.170855315089057
99,19.48824428731745,8.831378085765099
100,15.28149749409069,5.468191678357438
102,16.20405002135735,5.737203418285993
103,16.000894903207755,4.64449332413539
104,16.431909363610405,2.9943313232603175
105,16.57641931261335,2.6200796739958623
109,15.394627257755825,3.5258102472338857
110,17.132535126095725,4.321555729197285
113,18.837341435750325,8.264347472547847
115,20.178918513040692,11.776711079371092
116,20.808908574543302,16.153396163597428
118,31.643240492684498,24.04959971115254
120,26.68718356783428,20.590168182818072
121,21.21098008231511,18.768600996187494
122,19.472588461013068,15.189703885483288
124,19.487512097737145,10.626408169334121
125,27.616289461529448,20.13864009976493
128,33.71329578535897,36.546404778160316
129,12.873980617523193,3.3681103233916545
130,14.961008787155151,3.205606433901154
131,15.525492477416993,4.946227472973429
132,16.33953971332974,6.922084236614535
133,15.872121991051568,8.248031676039256
134,16.507839282353718,9.195181147605968
136,16.892436769273548,11.006192554522213
137,13.703038938461791,4.846749626595332
139,10.695526159377327,2.020496911379259
140,11.215853017095537,2.060335068063846
141,12.179555557644557,1.733059460288306
142,12.839566275051663,2.0992939202245497
144,13.382431847708565,2.620636920807438
145,12.175297301156181,3.0721822360554913
146,11.987582819802421,3.0961812446714023
147,10.931978838784355,3.2681207738723845
148,13.686592858178276,5.8636397018754085
149,16.531566183907646,11.426821184015692
150,19.538228396006993,17.205999256590925
154,21.05707526888166,23.85328888331041
155,10.054285830543154,2.9073592284250718
156,13.210485217684791,4.162195370083488
157,16.221818424406507,7.556340757611129
158,19.70600251545982,11.057763213507961
159,20.411529640621612,11.997639734877469
160,21.5524325243632,13.717689594730325
161,17.39852784686618,6.355012173517979
162,13.330307321018642,4.273700997281943
164,13.19656223070054,5.462407516673589
165,13.922955976289419,6.155121973260135
166,15.024258336036922,6.41803395064183
167,16.087629801886422,6.714891303912297
168,15.889803469748724,5.80795602937904
171,14.268226069495793,4.518437762982872
174,11.8945818901062,2.939160536080467
175,12.1490176264445,2.8087944101905973
176,11.414049574534099,2.873341911493451
177,11.659879480997722,3.7038891604451183
178,14.192252343495687,4.746241168183915
181,13.5816068649292,4.068768542211192
182,12.991921710968018,3.471222525806426
184,13.917319361368815,5.8694637341594325
185,15.845130157470702,8.490331329994692
186,17.53821994781494,11.376796901012538
188,16.751266822814937,6.909383577639052
190,13.475654220581054,6.233057998378106
191,13.295800094604491,5.58888085358553
192,13.230400142669676,5.028735761571773
193,13.918597908020018,3.9170658287536386
194,14.918180713653566,3.89084324014632
198,15.320879793167114,3.2918367546334077
200,15.433670043945312,3.6789788906521568
201,12.523161458969117,2.299480435008288
203,12.535540390014647,1.751035275098397
205,13.621154546737671,2.9681112064643913
208,18.727292251586913,7.3463227690035104
209,17.9268943839603,5.660249300994431
211,18.330833750830756,6.548220475735131
213,18.719198710123695,7.89705576479531
214,14.063780195448135,3.1397865776693323
215,16.184855643378363,3.1915840889837743
216,18.51075429916382,6.063684384912876
217,21.5547073258294,8.52565374577163
222,20.766776089138453,7.223954505739925
223,18.66622310291637,4.5214894894385935
224,14.12237124703147,4.374280331110997
225,14.1328807617782,5.447136923126077
227,21.92034960040798,17.69131661723524
228,21.701543324024648,13.497738439005344
229,20.525920660464795,12.543994210570897
230,19.497120258715245,14.75215850479949
231,18.88803201898352,18.88350182458236
234,20.127868544838645,22.24388845644064
235,8.143508800159802,2.3727057209317555
237,7.974214553833008,2.3932845482666734
238,9.04769193649292,4.751871944533266
240,10.624937795003254,6.7528274574609775
241,13.244976270766486,8.285832132913932
243,15.423079398018974,10.039594077135805
244,17.600008285159156,11.801609012201338
245,15.342265207653956,5.263969466564759
247,12.38390945797875,3.501506051560508
249,17.682715214320588,7.998059010126233
250,23.703235710991752,17.265037688277744
255,31.23401944902208,26.774269962396012
257,23.422059345245362,18.335303724336725
259,19.234474230569507,9.864477851287742
260,15.670672354622491,7.1449887618438845
261,19.4477226566133,7.127480814615574
263,21.91633809074523,10.523871818539257
265,25.32526297788771,13.701699903712125
266,28.653750475020637,17.358103082672237
268,28.819532593091328,20.025464497738895
269,22.634564956029255,14.950676964193793
270,19.872319944699605,10.077933404124478
271,15.084280427296957,6.64791464098403
275,12.90398365656535,5.551150393864685
276,10.875989957650503,4.768750731624755
277,11.026261281967162,3.217881782724863
278,11.582955645190344,4.027233955569027
279,14.304697296354504,4.676437531314821
280,15.303267776966095,5.541272886720289
282,13.008433153894213,2.61682843018789
283,11.082223337226445,2.089609025629081
287,11.08748065630595,1.2824309308770507
288,12.460117517577277,2.593058381372617
289,15.120892043643527,5.505928972971382
291,18.527702344258625,7.811158113741337
296,19.426904312769572,8.077336520388279
297,21.42738821029663,10.350478006795532
298,23.172540146509807,13.0775576810947
299,19.024648040135702,9.722079658737671
301,14.978958396911622,9.374743399560218
303,16.89200090090434,7.465419611473995
304,16.589929383595784,5.729766160648715
305,15.778446006774903,4.571108472238427
306,14.388424634933472,3.007774095370507
307,14.00242077509562,3.0734499179577686
310,14.931756242116293,3.321551251226143
311,14.219584115346274,5.262235320284593
312,17.06417786280314,8.04236184433261
313,20.433152942657472,12.826357074017983
315,38.50189267158508,39.55792051865649
316,38.024161917368566,34.97474418362565
317,25.06749553998311,26.79780166355695
319,21.059367370605468,20.767047187020356
320,18.650746838251745,14.112729011365497
321,14.260227998097736,7.675364180947164
322,13.038915634155273,4.5818952946863725
323,15.066975784301757,8.049870440482117
327,14.309777116775512,6.19473726170221
330,13.896276569366455,4.405795850949464
331,13.872296301523846,1.9136679124088791
332,13.67551220939273,1.5759701781068538
333,14.4251202242715,2.916241579996938
335,15.64111935751779,4.385918536734817
336,14.267769948868525,3.1096181930709306
337,13.701720535641627,1.7367234977744586
339,13.782260751270112,1.4819282708946073
341,15.002341798146565,2.8086378668186676
343,14.95840015411377,4.28073755329925
344,13.079897212982178,3.0474911472615327
345,11.528900265693665,2.633536034199852
346,11.155015659332275,2.764553070253501
349,11.198584328378951,2.684965817482243
351,11.298437711170742,2.6566918217932836
353,11.468575770514352,2.581319388729475
354,11.508194773537772,2.460540109509573
355,14.722518852778844,4.548827844607612
356,17.55661724976131,8.236871021393483
357,14.698019107182821,5.379602961567935
359,12.477352897326153,3.3088642933734604
363,10.987810802459716,5.32901596900379
365,13.647380988938469,5.966336231245478
369,17.516557155336653,6.797663013089255
371,20.441251751808892,7.755340929364502
373,22.880972707839238,9.328556998838165
374,24.131897024427143,11.914519164277584
377,25.96346372331892,14.157264158136755
380,28.218312314351397,16.22205221778604
382,28.093786510285874,15.311465134975832
383,26.71515693755377,15.324309484503114
384,25.23547819591704,15.570261182655024
385,26.68743467512585,13.202722101364719
390,35.310738963172554,15.321083695206704
391,40.50535357111976,28.074617737702436
393,45.46340697606404,42.98371614347722
395,19.316779476801553,11.797443758861943
397,17.595304260253908,11.799499460712708
400,16.693347530364992,11.72767347971709
403,15.951469039916992,11.966087889729708
405,16.55549653530121,11.612042151079597
406,14.761761503219606,7.40902559731384
408,13.599784684181213,3.9360546456870904
410,14.725428276062013,4.722395391315276
413,14.53433442592621,6.062188815536275
414,18.632853307723998,8.092772088657874
417,15.712676835060119,8.392317646445065
420,16.006313336690265,9.970138777952595
421,11.90619691212972,2.2376634502173096
422,12.554013268152872,2.1853935916431118
423,13.184430344899496,2.249951511026859
424,15.365385096867879,3.331752809766654
425,17.680583813985187,6.211325500581028
426,19.702714397642346,9.44712584741034
427,21.960045176612006,12.721670371848289
428,23.73770202318827,16.30888236855503
429,18.685438282224865,7.061330483422557
432,12.822399738099842,5.005641053929576
434,12.561678876876831,3.710959157634239
435,12.401760208341809,3.095316974398693
436,17.756563639110986,9.330110206644061
437,33.34843195597331,29.410447502764388
440,29.217606795628864,27.549836421335513
443,27.059597228368126,24.695877970878186
444,24.81545155207316,22.062137304532815
445,23.533315877914426,19.214175588699693
446,22.31090653737386,16.504288242061186
448,21.012229477564492,14.112697230090108
449,19.58638250350952,12.264361633054062
450,22.59829146385193,9.098978299475291
452,24.072196413675943,14.147376694078194
453,19.588650029500325,11.95896477673687
458,17.321995391845704,9.15097476103558
459,15.699012015660605,6.385642022940145
461,13.434062119438536,4.493077944399525
462,13.69669359070914,6.3229024103532385
463,15.785477456592378,8.776771912618194
465,12.909850683666411,4.166000304325875
466,13.95183985369546,3.7807980608761107
469,19.115349129722233,8.461255063600179
472,17.714787131945293,4.237061413111963
477,15.526523394584654,2.3175671917894722
480,15.036793287595112,3.3254053156228154
483,13.919613210360207,4.810010565832261
484,14.023520436286926,5.484030128576082
485,15.160235433578492,5.504498364591398
487,16.335696398417156,5.920611820899266
488,19.458628807067875,5.135179737053048
490,22.40293197631836,7.294870250161126
492,23.47617139527292,10.07086909857853
494,24.383438295306583,14.134334769992194
496,36.49149579134854,24.79639431595898
498,33.4200351599491,24.37141911705598
499,23.978666386459814,16.272267629387287
501,16.142414075678044,8.844126547339284
503,12.244363096988561,5.637737803873064
504,13.402835854617033,5.027062693659986
505,14.449702379920264,4.903592532391369
506,14.575517879832876,4.783904724946235
507,14.986623557408649,4.509672958562881
509,17.123642460505167,7.754630800933591
510,19.21383358637492,11.252952469593401
515,18.836337105433145,10.171723895311741
516,18.582909790674847,9.19331506936776
517,17.2873384475708,7.481785705118687
518,16.05253871281942,7.131177174845554
519,15.383843262990316,6.905698898687274
520,16.150672705968223,6.80981167163074
522,22.05662835439046,16.578676145745984
525,21.31082014242808,14.41164286109975
526,19.867908067703247,12.828318446439939
527,18.67958347797394,11.07470952944504
529,17.852966957092285,9.213680240377597
531,17.038461480140686,7.58393496250924
532,15.033896818161011,6.372394368645355
533,13.263661456108093,5.369117524565912
534,12.564025958379109,4.388718720357667
535,12.74007708231608,4.304595375442949
536,13.149046103159586,4.348233182381092
537,13.413392241795856,4.994123587037366
541,12.444329214096069,4.432305774818114
544,12.944151083628336,2.0411317110523424
545,17.008717425664265,9.03917479501418
546,17.502523589134217,7.329716851710996
547,16.762184810638427,6.448194930623592
549,17.93772149880727,6.367123496912281
550,21.145899232228594,7.088078385250763
551,20.966264473824275,8.76831992389049
552,17.863772875922066,7.846004884965758
553,16.07608678567977,6.105762227317804
554,13.788095615023659,4.08722740663877
556,12.317249720437186,3.3843871639027507
558,12.262718409583682,3.2902294709606488
560,12.425965161550613,3.2280938380652424
561,14.341242735726492,2.6622125814744355
563,16.035717494147164,5.218783407777908
564,15.526979228428434,4.6608039236291505
565,15.820292926515853,3.7264689879343607
568,16.145718975067137,3.779377154354835
569,13.496402311325074,3.607526660810111
570,14.35022473017375,4.7933010119662045
572,15.546500962575276,6.66570788379998
575,15.335432847340902,6.833724852601723
576,16.044210497538252,7.720289637538208
578,15.7102619489034,9.784090063149312
580,17.47754685084025,11.523671806718712
583,16.94504893620809,6.333908675684076
584,17.48085438410441,8.694512320750329
585,19.528368043899537,9.09060930108815
587,22.239859278996786,10.221294505605005
588,23.126344029108683,11.481303318674017
591,16.27052140235901,6.203817307186059
